"","uf","cod_municipio","cod_municipio_tse"
"3661","SP","3534906","67997"
"3662","SP","3535002","68012"
"3663","SP","3535101","68039"
"3664","SP","3535200","68055"
"3665","SP","3535309","68071"
"3666","SP","3535408","68098"
"3667","SP","3535507","68110"
"3668","SP","3535606","68136"
"3669","SP","3535705","68152"
"3670","SP","3535804","68179"
"3671","SP","3535903","68195"
"3672","SP","3536000","68217"
"3673","SP","3536109","68233"
"3674","SP","3536208","68250"
"3675","SP","3536257","61824"
"3676","SP","3536307","68276"
"3677","SP","3536406","68292"
"3678","SP","3536505","68314"
"3679","SP","3536570","62405"
"3680","SP","3536604","68330"
"3681","SP","3536703","68357"
"3682","SP","3536802","68373"
"3683","SP","3536901","68390"
"3684","SP","3537008","68411"
"3685","SP","3537107","68438"
"3686","SP","3537156","61247"
"3687","SP","3537206","68454"
"3688","SP","3537305","68470"
"3689","SP","3537404","68497"
"3690","SP","3537503","68519"
"3691","SP","3537602","68535"
"3692","SP","3537701","68551"
"3693","SP","3537800","68578"
"3694","SP","3537909","68594"
"3695","SP","3538006","68616"
"3696","SP","3538105","68632"
"3697","SP","3538204","68675"
"3698","SP","3538303","68691"
"3699","SP","3538501","68713"
"3700","SP","3538600","68730"
"3701","SP","3538709","68756"
"3702","SP","3538808","68772"
"3703","SP","3538907","68799"
"3704","SP","3539004","68810"
"3705","SP","3539103","68837"
"3706","SP","3539202","68853"
"3707","SP","3539301","68870"
"3708","SP","3539400","68896"
"3709","SP","3539509","68918"
"3710","SP","3539608","68934"
"3711","SP","3539707","68950"
"3712","SP","3539806","68977"
"3713","SP","3539905","68993"
"3714","SP","3540002","69019"
"3715","SP","3540101","69035"
"3716","SP","3540200","69051"
"3717","SP","3540259","61808"
"3718","SP","3540309","69078"
"3719","SP","3540408","69094"
"3720","SP","3540507","69116"
"3721","SP","3540606","69132"
"3722","SP","3540705","69159"
"3723","SP","3540754","61565"
"3724","SP","3540804","69175"
"3725","SP","3540853","62120"
"3726","SP","3540903","69191"
"3727","SP","3541000","69213"
"3728","SP","3541059","62146"
"3729","SP","3541109","69230"
"3730","SP","3541208","69256"
"3731","SP","3541307","69272"
"3732","SP","3541406","69299"
"3733","SP","3541505","69310"
"3734","SP","3541604","69337"
"3735","SP","3541653","62162"
"3736","SP","3541703","69353"
"3737","SP","3541802","69370"
"3738","SP","3541901","69396"
"3739","SP","3542008","69418"
"3740","SP","3542107","69434"
"3741","SP","3542206","69450"
"3742","SP","3542305","69477"
"3743","SP","3542404","69493"
"3744","SP","3542503","69515"
"3745","SP","3542602","69531"
"3746","SP","3542701","69558"
"3747","SP","3542800","69574"
"3748","SP","3542909","69590"
"3749","SP","3543006","69612"
"3750","SP","3543105","69639"
"3751","SP","3543204","69655"
"3752","SP","3543238","62421"
"3753","SP","3543253","61700"
"3754","SP","3543303","69671"
"3755","SP","3543402","69698"
"3756","SP","3543501","69710"
"3757","SP","3543600","69736"
"3758","SP","3543709","69752"
"3759","SP","3543808","69779"
"3760","SP","3543907","69795"
"3761","SP","3544004","69817"
"3762","SP","3544103","69833"
"3763","SP","3544202","69850"
"3764","SP","3544251","61166"
"3765","SP","3544301","69876"
"3766","SP","3544400","69892"
"3767","SP","3544509","69914"
"3768","SP","3544608","69930"
"3769","SP","3544707","69957"
"3770","SP","3544806","69973"
"3771","SP","3544905","69990"
"3772","SP","3545001","70017"
"3773","SP","3545100","70033"
"3774","SP","3545159","61441"
"3775","SP","3545209","70050"
"3776","SP","3545308","70076"
"3777","SP","3545407","70092"
"3778","SP","3545506","70114"
"3779","SP","3545605","70130"
"3780","SP","3545704","70157"
"3781","SP","3545803","70173"
"3782","SP","3546009","70211"
"3783","SP","3546108","70238"
"3784","SP","3546207","70254"
"3785","SP","3546256","62189"
"3786","SP","3546306","70270"
"3787","SP","3546405","70297"
"3788","SP","3546504","70319"
"3789","SP","3546603","70335"
"3790","SP","3546702","70351"
"3791","SP","3546801","70378"
"3792","SP","3546900","70394"
"3793","SP","3547007","70416"
"3794","SP","3547106","70432"
"3795","SP","3547205","70459"
"3796","SP","3547304","70475"
"3797","SP","3547403","70491"
"3798","SP","3547502","70513"
"3799","SP","3547601","70530"
"3800","SP","3547650","62200"
"3801","SP","3547700","70556"
"3802","SP","3547809","70572"
"3803","SP","3547908","70599"
"3804","SP","3548005","70610"
"3805","SP","3548054","61328"
"3806","SP","3548104","70637"
"3807","SP","3548203","70653"
"3808","SP","3548302","70670"
"3809","SP","3548401","70696"
"3810","SP","3548500","70718"
"3811","SP","3548609","70734"
"3812","SP","3548708","70750"
"3813","SP","3548807","70777"
"3814","SP","3548906","70793"
"3815","SP","3549003","70815"
"3816","SP","3549102","70831"
"3817","SP","3549201","70858"
"3818","SP","3549250","61883"
"3819","SP","3549300","70874"
"3820","SP","3549409","70890"
"3821","SP","3549508","70912"
"3822","SP","3549607","70939"
"3823","SP","3549706","70955"
"3824","SP","3549805","70971"
"3825","SP","3549904","70998"
"3826","SP","3549953","61905"
"3827","SP","3550001","71013"
"3828","SP","3550100","71030"
"3829","SP","3550209","71056"
"3830","SP","3550308","71072"
"3831","SP","3550407","71099"
"3832","SP","3550506","71110"
"3833","SP","3550605","71137"
"3834","SP","3550704","71153"
"3835","SP","3550803","71170"
"3836","SP","3550902","71196"
"3837","SP","3551009","71218"
"3838","SP","3551108","71234"
"3839","SP","3551207","71250"
"3840","SP","3551306","71277"
"3841","SP","3551405","71293"
"3842","SP","3551504","71315"
"3843","SP","3551603","71331"
"3844","SP","3551702","71358"
"3845","SP","3551801","71374"
"3846","SP","3551900","71390"
"3847","SP","3552007","71412"
"3848","SP","3552106","71439"
"3849","SP","3552205","71455"
"3850","SP","3552304","71471"
"3851","SP","3552403","71498"
"3852","SP","3552502","71510"
"3853","SP","3552551","61301"
"3854","SP","3552601","71536"
"3855","SP","3552700","71552"
"3856","SP","3552809","71579"
"3857","SP","3552908","71595"
"3858","SP","3553005","71617"
"3859","SP","3553104","71633"
"3860","SP","3553203","71650"
"3861","SP","3553302","71676"
"3862","SP","3553401","71692"
"3863","SP","3553500","71714"
"3864","SP","3553609","71730"
"3865","SP","3553658","62260"
"3866","SP","3553708","71757"
"3867","SP","3553807","71773"
"3868","SP","3553856","61840"
"3869","SP","3553906","71790"
"3870","SP","3553955","61042"
"3871","SP","3554003","71811"
"3872","SP","3554102","71838"
"3873","SP","3554201","71854"
"3874","SP","3554300","71870"
"3875","SP","3554409","71897"
"3876","SP","3554508","71919"
"3877","SP","3554607","71935"
"3878","SP","3554656","62049"
"3879","SP","3554706","71951"
"3880","SP","3554755","62448"
"3881","SP","3554805","71978"
"3882","SP","3554904","71994"
"3883","SP","3554953","61620"
"3884","SP","3555000","72010"
"3885","SP","3555109","72036"
"3886","SP","3555208","72052"
"3887","SP","3555307","72079"
"3888","SP","3555356","61468"
"3889","SP","3555406","72095"
"3890","SP","3555505","72117"
"3891","SP","3555604","72133"
"3892","SP","3555703","72150"
"3893","SP","3555802","72176"
"3894","SP","3555901","72192"
"3895","SP","3556008","72214"
"3896","SP","3556107","72230"
"3897","SP","3556206","72257"
"3898","SP","3556305","72273"
"3899","SP","3556354","61549"
"3900","SP","3556404","72311"
"3901","SP","3556453","72737"
"3902","SP","3556503","72338"
"3903","SP","3556602","72354"
"3904","SP","3556701","72370"
"3905","SP","3556800","72397"
"3906","SP","3556909","72419"
"3907","SP","3556958","62227"
"3908","SP","3557006","72435"
"3909","SP","3557105","72451"
"3910","SP","3557154","61921"
"3911","SP","3557204","63371"
"3912","SP","3557303","61662"
"3913","PR","4100103","74012"
"3914","PR","4100202","74039"
"3915","PR","4100301","74055"
"3916","PR","4100400","74071"
"3917","PR","4100459","84557"
"3918","PR","4100509","79510"
"3919","PR","4100608","74098"
"3920","PR","4100707","74110"
"3921","PR","4100806","74136"
"3922","PR","4100905","74152"
"3923","PR","4101002","74179"
"3924","PR","4101051","74101"
"3925","PR","4101101","74195"
"3926","PR","4101150","74128"
"3927","PR","4101200","74217"
"3928","PR","4101309","74233"
"3929","PR","4101408","74250"
"3930","PR","4101507","74276"
"3931","PR","4101606","74292"
"3932","PR","4101655","75108"
"3933","PR","4101705","74314"
"3934","PR","4101804","74357"
"3935","PR","4101853","75086"
"3936","PR","4101903","74373"
"3937","PR","4102000","79537"
"3938","PR","4102109","74390"
"3939","PR","4102208","74411"
"3940","PR","4102307","74438"
"3941","PR","4102406","74454"
"3942","PR","4102505","74470"
"3943","PR","4102604","74497"
"3944","PR","4102703","74519"
"3945","PR","4102752","75124"
"3946","PR","4102802","74535"
"3947","PR","4102901","74551"
"3948","PR","4103008","74578"
"3949","PR","4103024","74144"
"3950","PR","4103040","75140"
"3951","PR","4103057","79812"
"3952","PR","4103107","74594"
"3953","PR","4103156","75167"
"3954","PR","4103206","74616"
"3955","PR","4103222","74160"
"3956","PR","4103305","74632"
"3957","PR","4103354","79839"
"3958","PR","4103370","74187"
"3959","PR","4103404","74659"
"3960","PR","4103453","79855"
"3961","PR","4103479","74209"
"3962","PR","4103503","74675"
"3963","PR","4103602","74691"
"3964","PR","4103701","74713"
"3965","PR","4103800","74730"
"3966","PR","4103909","74756"
"3967","PR","4103958","75183"
"3968","PR","4104006","74772"
"3969","PR","4104055","74780"
"3970","PR","4104105","74799"
"3971","PR","4104204","74810"
"3972","PR","4104253","75205"
"3973","PR","4104303","74837"
"3974","PR","4104402","74853"
"3975","PR","4104428","74225"
"3976","PR","4104451","84514"
"3977","PR","4104501","74870"
"3978","PR","4104600","74896"
"3979","PR","4104659","75221"
"3980","PR","4104709","74918"
"3981","PR","4104808","74934"
"3982","PR","4104907","74950"
"3983","PR","4105003","74977"
"3984","PR","4105102","74993"
"3985","PR","4105201","75019"
"3986","PR","4105300","79570"
"3987","PR","4105409","75035"
"3988","PR","4105508","75051"
"3989","PR","4105607","75078"
"3990","PR","4105706","75094"
"3991","PR","4105805","75132"
"3992","PR","4105904","75159"
"3993","PR","4106001","75175"
"3994","PR","4106100","75191"
"3995","PR","4106209","75213"
"3996","PR","4106308","75230"
"3997","PR","4106407","75256"
"3998","PR","4106456","75248"
"3999","PR","4106506","75272"
"4000","PR","4106555","75280"
"4001","PR","4106571","74241"
"4002","PR","4106605","75299"
"4003","PR","4106704","75310"
"4004","PR","4106803","75337"
"4005","PR","4106852","75264"
"4006","PR","4106902","75353"
"4007","PR","4107009","75370"
"4008","PR","4107108","75396"
"4009","PR","4107124","74268"
"4010","PR","4107157","75400"
"4011","PR","4107207","75418"
"4012","PR","4107256","84654"
"4013","PR","4107306","75434"
"4014","PR","4107405","75450"
"4015","PR","4107504","75477"
"4016","PR","4107520","75302"
"4017","PR","4107538","74284"
"4018","PR","4107546","75329"
"4019","PR","4107553","74306"
"4020","PR","4107603","75493"
"4021","PR","4107652","74322"
"4022","PR","4107702","75515"
"4023","PR","4107736","75345"
"4024","PR","4107751","84573"
"4025","PR","4107801","75531"
"4026","PR","4107850","74349"
"4027","PR","4107900","75558"
"4028","PR","4108007","75574"
"4029","PR","4108106","75590"
"4030","PR","4108205","75612"
"4031","PR","4108304","75639"
"4032","PR","4108320","79774"
"4033","PR","4108403","75655"
"4034","PR","4108452","75361"
"4035","PR","4108502","75671"
"4036","PR","4108551","74004"
"4037","PR","4108601","75698"
"4038","PR","4108650","75388"
"4039","PR","4108700","79596"
"4040","PR","4108809","75710"
"4041","PR","4108908","75736"
"4042","PR","4108957","75426"
"4043","PR","4109005","75752"
"4044","PR","4109104","75779"
"4045","PR","4109203","75795"
"4046","PR","4109302","75817"
"4047","PR","4109401","75833"
"4048","PR","4109500","75850"
"4049","PR","4109609","75876"
"4050","PR","4109658","74365"
"4051","PR","4109708","75892"
"4052","PR","4109757","74020"
"4053","PR","4109807","75914"
"4054","PR","4109906","75930"
"4055","PR","4110003","75957"
"4056","PR","4110052","74381"
"4057","PR","4110078","75442"
"4058","PR","4110102","75973"
"4059","PR","4110201","75990"
"4060","PR","4110300","76015"
"4061","PR","4110409","79618"
"4062","PR","4110508","76031"
"4063","PR","4110607","76058"
"4064","PR","4110656","74403"
"4065","PR","4110706","76074"
"4066","PR","4110805","76090"
"4067","PR","4110904","76112"
"4068","PR","4110953","75000"
"4069","PR","4111001","76139"
"4070","PR","4111100","76155"
"4071","PR","4111209","76171"
"4072","PR","4111258","74446"
"4073","PR","4111308","76198"
"4074","PR","4111407","76210"
"4075","PR","4111506","76236"
"4076","PR","4111555","74462"
"4077","PR","4111605","76252"
"4078","PR","4111704","76279"
"4079","PR","4111803","76295"
"4080","PR","4111902","76317"
"4081","PR","4112009","76333"
"4082","PR","4112108","76350"
"4083","PR","4112207","76376"
"4084","PR","4112306","76392"
"4085","PR","4112405","76414"
"4086","PR","4112504","76430"
"4087","PR","4112603","76457"
"4088","PR","4112702","76473"
"4089","PR","4112751","79979"
"4090","PR","4112801","76490"
"4091","PR","4112900","76511"
"4092","PR","4112959","84638"
"4093","PR","4113007","76538"
"4094","PR","4113106","76554"
"4095","PR","4113205","76570"
"4096","PR","4113254","74985"
"4097","PR","4113304","76597"
"4098","PR","4113403","76619"
"4099","PR","4113429","74489"
"4100","PR","4113452","74047"
"4101","PR","4113502","76635"
"4102","PR","4113601","76651"
"4103","PR","4113700","76678"
"4104","PR","4113734","75809"
"4105","PR","4113759","84590"
"4106","PR","4113809","76694"
"4107","PR","4113908","76716"
"4108","PR","4114005","76732"
"4109","PR","4114104","76759"
"4110","PR","4114203","76775"
"4111","PR","4114302","76791"
"4112","PR","4114351","75469"
"4113","PR","4114401","75116"
"4114","PR","4114500","76813"
"4115","PR","4114609","76830"
"4116","PR","4114708","76856"
"4117","PR","4114807","76872"
"4118","PR","4114906","74330"
"4119","PR","4115002","79758"
"4120","PR","4115101","76899"
"4121","PR","4115200","76910"
"4122","PR","4115309","76937"
"4123","PR","4115358","74500"
"4124","PR","4115408","76953"
"4125","PR","4115457","75485"
"4126","PR","4115507","76970"
"4127","PR","4115606","76996"
"4128","PR","4115705","79634"
"4129","PR","4115739","74527"
"4130","PR","4115754","74543"
"4131","PR","4115804","77011"
"4132","PR","4115853","74560"
"4133","PR","4115903","77038"
"4134","PR","4116000","77054"
"4135","PR","4116059","84697"
"4136","PR","4116109","77070"
"4137","PR","4116208","77097"
"4138","PR","4116307","77119"
"4139","PR","4116406","77135"
"4140","PR","4116505","77151"
"4141","PR","4116604","77178"
"4142","PR","4116703","79650"
"4143","PR","4116802","77194"
"4144","PR","4116901","77216"
"4145","PR","4116950","75027"
"4146","PR","4117008","77232"
"4147","PR","4117057","74586"
"4148","PR","4117107","77259"
"4149","PR","4117206","79677"
"4150","PR","4117214","74608"
"4151","PR","4117222","79790"
"4152","PR","4117255","79952"
"4153","PR","4117271","75760"
"4154","PR","4117297","74420"
"4155","PR","4117305","77275"
"4156","PR","4117404","77291"
"4157","PR","4117453","74063"
"4158","PR","4117503","77313"
"4159","PR","4117602","77330"
"4160","PR","4117701","77356"
"4161","PR","4117800","77372"
"4162","PR","4117909","77399"
"4163","PR","4118006","77410"
"4164","PR","4118105","77437"
"4165","PR","4118204","77453"
"4166","PR","4118303","77470"
"4167","PR","4118402","77496"
"4168","PR","4118451","74624"
"4169","PR","4118501","77518"
"4170","PR","4118600","77534"
"4171","PR","4118709","77550"
"4172","PR","4118808","77577"
"4173","PR","4118857","75507"
"4174","PR","4118907","79693"
"4175","PR","4119004","77593"
"4176","PR","4119103","77615"
"4177","PR","4119152","75043"
"4178","PR","4119202","77631"
"4179","PR","4119251","74640"
"4180","PR","4119301","77658"
"4181","PR","4119400","77674"
"4182","PR","4119509","77690"
"4183","PR","4119608","77712"
"4184","PR","4119657","74667"
"4185","PR","4119707","77739"
"4186","PR","4119806","77755"
"4187","PR","4119905","77771"
"4188","PR","4119954","75523"
"4189","PR","4120002","77798"
"4190","PR","4120101","77810"
"4191","PR","4120150","75540"
"4192","PR","4120200","77836"
"4193","PR","4120309","77852"
"4194","PR","4120333","75566"
"4195","PR","4120358","79910"
"4196","PR","4120408","77879"
"4197","PR","4120507","77895"
"4198","PR","4120606","77917"
"4199","PR","4120655","75582"
"4200","PR","4120705","77933"
"4201","PR","4120804","77950"
"4202","PR","4120853","74683"
"4203","PR","4120903","79553"
"4204","PR","4121000","77976"
"4205","PR","4121109","77992"
"4206","PR","4121208","78018"
"4207","PR","4121257","74705"
"4208","PR","4121307","78034"
"4209","PR","4121356","74721"
"4210","PR","4121406","78050"
"4211","PR","4121505","78077"
"4212","PR","4121604","78093"
"4213","PR","4121703","78115"
"4214","PR","4121752","75604"
"4215","PR","4121802","78131"
"4216","PR","4121901","78158"
"4217","PR","4122008","78174"
"4218","PR","4122107","78190"
"4219","PR","4122156","74748"
"4220","PR","4122172","75620"
"4221","PR","4122206","78212"
"4222","PR","4122305","78239"
"4223","PR","4122404","78255"
"4224","PR","4122503","78271"
"4225","PR","4122602","78298"
"4226","PR","4122651","75744"
"4227","PR","4122701","78310"
"4228","PR","4122800","78336"
"4229","PR","4122909","78352"
"4230","PR","4123006","78379"
"4231","PR","4123105","78395"
"4232","PR","4123204","78417"
"4233","PR","4123303","78433"
"4234","PR","4123402","78450"
"4235","PR","4123501","79715"
"4236","PR","4123600","78476"
"4237","PR","4123709","78492"
"4238","PR","4123808","78514"
"4239","PR","4123824","74764"
"4240","PR","4123857","74802"
"4241","PR","4123907","78530"
"4242","PR","4123956","74829"
"4243","PR","4124004","78557"
"4244","PR","4124020","74080"
"4245","PR","4124053","84670"
"4246","PR","4124103","78590"
"4247","PR","4124202","78611"
"4248","PR","4124301","78638"
"4249","PR","4124400","78573"
"4250","PR","4124509","78654"
"4251","PR","4124608","78670"
"4252","PR","4124707","78697"
"4253","PR","4124806","78719"
"4254","PR","4124905","78735"
"4255","PR","4125001","78751"
"4256","PR","4125100","78778"
"4257","PR","4125209","78816"
"4258","PR","4125308","78794"
"4259","PR","4125357","79995"
"4260","PR","4125407","78832"
"4261","PR","4125456","84719"
"4262","PR","4125506","78859"
"4263","PR","4125555","74845"
"4264","PR","4125605","78875"
"4265","PR","4125704","78891"
"4266","PR","4125753","74861"
"4267","PR","4125803","78913"
"4268","PR","4125902","78930"
"4269","PR","4126009","78956"
"4270","PR","4126108","78972"
"4271","PR","4126207","78999"
"4272","PR","4126256","84611"
"4273","PR","4126272","75060"
"4274","PR","4126306","79014"
"4275","PR","4126355","75647"
"4276","PR","4126405","79030"
"4277","PR","4126504","79057"
"4278","PR","4126603","79073"
"4279","PR","4126652","75787"
"4280","PR","4126678","75663"
"4281","PR","4126702","79090"
"4282","PR","4126801","79111"
"4283","PR","4126900","79731"
"4284","PR","4127007","79138"
"4285","PR","4127106","79154"
"4286","PR","4127205","79170"
"4287","PR","4127304","79197"
"4288","PR","4127403","79219"
"4289","PR","4127502","79235"
"4290","PR","4127601","79251"
"4291","PR","4127700","79278"
"4292","PR","4127809","79294"
"4293","PR","4127858","79871"
"4294","PR","4127882","74888"
"4295","PR","4127908","79316"
"4296","PR","4127957","79936"
"4297","PR","4127965","84530"
"4298","PR","4128005","79332"
"4299","PR","4128104","79359"
"4300","PR","4128203","79375"
"4301","PR","4128302","79391"
"4302","PR","4128401","79413"
"4303","PR","4128500","79430"
"4304","PR","4128534","74900"
"4305","PR","4128559","79898"
"4306","PR","4128609","79456"
"4307","PR","4128625","74926"
"4308","PR","4128633","74942"
"4309","PR","4128658","74969"
"4310","PR","4128708","79472"
"4311","PR","4128807","79499"
"4312","SC","4200051","80225"
"4313","SC","4200101","80012"
"4314","SC","4200200","80039"
"4315","SC","4200309","80055"
"4316","SC","4200408","80071"
"4317","SC","4200507","80098"
"4318","SC","4200556","80500"
"4319","SC","4200606","80110"
"4320","SC","4200705","80136"
"4321","SC","4200754","81302"
"4322","SC","4200804","80152"
"4323","SC","4200903","80179"
"4324","SC","4201000","80195"
"4325","SC","4201109","80217"
"4326","SC","4201208","80233"
"4327","SC","4201257","80063"
"4328","SC","4201273","80489"
"4329","SC","4201307","80250"
"4330","SC","4201406","80276"
"4331","SC","4201505","80292"
"4332","SC","4201604","80314"
"4333","SC","4201653","80802"
"4334","SC","4201703","80330"
"4335","SC","4201802","80357"
"4336","SC","4201901","80373"
"4337","SC","4201950","81728"
"4338","SC","4202008","80390"
"4339","SC","4202057","80683"
"4340","SC","4202073","81744"
"4341","SC","4202081","81582"
"4342","SC","4202099","81760"
"4343","SC","4202107","80411"
"4344","SC","4202131","81221"
"4345","SC","4202156","80748"
"4346","SC","4202206","80438"
"4347","SC","4202305","80454"
"4348","SC","4202404","80470"
"4349","SC","4202438","81280"
"4350","SC","4202453","80985"
"4351","SC","4202503","83895"
"4352","SC","4202537","81388"
"4353","SC","4202578","81469"
"4354","SC","4202602","80497"
"4355","SC","4202701","80519"
"4356","SC","4202800","80535"
"4357","SC","4202859","80420"
"4358","SC","4202875","81787"
"4359","SC","4202909","80551"
"4360","SC","4203006","80578"
"4361","SC","4203105","80594"
"4362","SC","4203154","80667"
"4363","SC","4203204","80616"
"4364","SC","4203253","81248"
"4365","SC","4203303","80632"
"4366","SC","4203402","80659"
"4367","SC","4203501","80675"
"4368","SC","4203600","80691"
"4369","SC","4203709","80713"
"4370","SC","4203808","80730"
"4371","SC","4203907","80756"
"4372","SC","4203956","81027"
"4373","SC","4204004","80772"
"4374","SC","4204103","80799"
"4375","SC","4204152","80268"
"4376","SC","4204178","80381"
"4377","SC","4204194","81701"
"4378","SC","4204202","80810"
"4379","SC","4204251","80306"
"4380","SC","4204301","80837"
"4381","SC","4204350","81043"
"4382","SC","4204400","80853"
"4383","SC","4204459","81108"
"4384","SC","4204509","80870"
"4385","SC","4204558","83950"
"4386","SC","4204608","80896"
"4387","SC","4204707","80918"
"4388","SC","4204756","81620"
"4389","SC","4204806","80934"
"4390","SC","4204905","80950"
"4391","SC","4205001","80977"
"4392","SC","4205100","80993"
"4393","SC","4205159","80080"
"4394","SC","4205175","81426"
"4395","SC","4205191","81167"
"4396","SC","4205209","81019"
"4397","SC","4205308","81035"
"4398","SC","4205357","81604"
"4399","SC","4205407","81051"
"4400","SC","4205431","80888"
"4401","SC","4205456","81060"
"4402","SC","4205506","81078"
"4403","SC","4205555","81329"
"4404","SC","4205605","81094"
"4405","SC","4205704","81132"
"4406","SC","4205803","81159"
"4407","SC","4205902","81175"
"4408","SC","4206009","81116"
"4409","SC","4206108","81191"
"4410","SC","4206207","81213"
"4411","SC","4206306","81230"
"4412","SC","4206405","81256"
"4413","SC","4206504","81272"
"4414","SC","4206603","81299"
"4415","SC","4206652","80527"
"4416","SC","4206702","81310"
"4417","SC","4206751","81400"
"4418","SC","4206801","81337"
"4419","SC","4206900","81353"
"4420","SC","4207007","81370"
"4421","SC","4207106","81396"
"4422","SC","4207205","81418"
"4423","SC","4207304","81434"
"4424","SC","4207403","81450"
"4425","SC","4207502","81477"
"4426","SC","4207577","81361"
"4427","SC","4207601","81493"
"4428","SC","4207650","80020"
"4429","SC","4207684","80829"
"4430","SC","4207700","81515"
"4431","SC","4207759","80187"
"4432","SC","4207809","81531"
"4433","SC","4207858","80861"
"4434","SC","4207908","81558"
"4435","SC","4208005","81574"
"4436","SC","4208104","81590"
"4437","SC","4208203","81612"
"4438","SC","4208302","81639"
"4439","SC","4208401","81655"
"4440","SC","4208450","81663"
"4441","SC","4208500","81671"
"4442","SC","4208609","81698"
"4443","SC","4208708","81710"
"4444","SC","4208807","81736"
"4445","SC","4208906","81752"
"4446","SC","4208955","81140"
"4447","SC","4209003","81779"
"4448","SC","4209102","81795"
"4449","SC","4209151","80101"
"4450","SC","4209177","81540"
"4451","SC","4209201","81817"
"4452","SC","4209300","81833"
"4453","SC","4209409","81850"
"4454","SC","4209458","80586"
"4455","SC","4209508","81876"
"4456","SC","4209607","81892"
"4457","SC","4209706","81914"
"4458","SC","4209805","81930"
"4459","SC","4209854","80047"
"4460","SC","4209904","81957"
"4461","SC","4210001","81973"
"4462","SC","4210035","81809"
"4463","SC","4210050","80900"
"4464","SC","4210100","81990"
"4465","SC","4210209","82015"
"4466","SC","4210308","82031"
"4467","SC","4210407","83917"
"4468","SC","4210506","82058"
"4469","SC","4210555","82066"
"4470","SC","4210605","82074"
"4471","SC","4210704","82090"
"4472","SC","4210803","82112"
"4473","SC","4210852","80365"
"4474","SC","4210902","82139"
"4475","SC","4211009","82155"
"4476","SC","4211058","80004"
"4477","SC","4211108","82171"
"4478","SC","4211207","82198"
"4479","SC","4211256","81086"
"4480","SC","4211306","82210"
"4481","SC","4211405","82236"
"4482","SC","4211454","80322"
"4483","SC","4211504","82252"
"4484","SC","4211603","82279"
"4485","SC","4211652","80764"
"4486","SC","4211702","82295"
"4487","SC","4211751","83976"
"4488","SC","4211801","82317"
"4489","SC","4211850","80845"
"4490","SC","4211876","81442"
"4491","SC","4211892","81264"
"4492","SC","4211900","82333"
"4493","SC","4212007","82350"
"4494","SC","4212056","81566"
"4495","SC","4212106","82376"
"4496","SC","4212205","82392"
"4497","SC","4212239","80705"
"4498","SC","4212254","80403"
"4499","SC","4212270","80624"
"4500","SC","4212304","82414"
"4501","SC","4212403","82430"
"4502","SC","4212502","82457"
"4503","SC","4212601","82473"
"4504","SC","4212650","83925"
"4505","SC","4212700","82490"
"4506","SC","4212809","82511"
"4507","SC","4212908","82538"
"4508","SC","4213005","82554"
"4509","SC","4213104","82570"
"4510","SC","4213153","80543"
"4511","SC","4213203","82597"
"4512","SC","4213302","82619"
"4513","SC","4213351","80926"
"4514","SC","4213401","82635"
"4515","SC","4213500","82651"
"4516","SC","4213609","82678"
"4517","SC","4213708","82694"
"4518","SC","4213807","82716"
"4519","SC","4213906","82732"
"4520","SC","4214003","82759"
"4521","SC","4214102","82775"
"4522","SC","4214151","81647"
"4523","SC","4214201","82791"
"4524","SC","4214300","82813"
"4525","SC","4214409","82830"
"4526","SC","4214508","82856"
"4527","SC","4214607","82872"
"4528","SC","4214706","82899"
"4529","SC","4214805","82910"
"4530","SC","4214904","82937"
"4531","SC","4215000","82953"
"4532","SC","4215059","80608"
"4533","SC","4215075","80560"
"4534","SC","4215109","82970"
"4535","SC","4215208","82996"
"4536","SC","4215307","83011"
"4537","SC","4215356","81523"
"4538","SC","4215406","83038"
"4539","SC","4215455","81000"
"4540","SC","4215505","83054"
"4541","SC","4215554","80721"
"4542","SC","4215604","83070"
"4543","SC","4215653","80241"
"4544","SC","4215679","80349"
"4545","SC","4215687","81507"
"4546","SC","4215695","81205"
"4547","SC","4215703","83097"
"4548","SC","4215752","81485"
"4549","SC","4215802","83119"
"4550","SC","4215901","83135"
"4551","SC","4216008","83151"
"4552","SC","4216057","80942"
"4553","SC","4216107","83178"
"4554","SC","4216206","83194"
"4555","SC","4216255","80640"
"4556","SC","4216305","83216"
"4557","SC","4216354","81124"
"4558","SC","4216404","83232"
"4559","SC","4216503","83259"
"4560","SC","4216602","83275"
"4561","SC","4216701","83291"
"4562","SC","4216800","83313"
"4563","SC","4216909","83330"
"4564","SC","4217006","83356"
"4565","SC","4217105","83372"
"4566","SC","4217154","80780"
"4567","SC","4217204","83399"
"4568","SC","4217253","81183"
"4569","SC","4217303","83410"
"4570","SC","4217402","83437"
"4571","SC","4217501","83453"
"4572","SC","4217550","80284"
"4573","SC","4217600","83470"
"4574","SC","4217709","83496"
"4575","SC","4217758","80446"
"4576","SC","4217808","83518"
"4577","SC","4217907","83534"
"4578","SC","4217956","81680"
"4579","SC","4218004","83550"
"4580","SC","4218103","83933"
"4581","SC","4218202","83577"
"4582","SC","4218251","80209"
"4583","SC","4218301","83593"
"4584","SC","4218350","81345"
"4585","SC","4218400","83615"
"4586","SC","4218509","83631"
"4587","SC","4218608","83658"
"4588","SC","4218707","83674"
"4589","SC","4218756","83682"
"4590","SC","4218806","83690"
"4591","SC","4218855","80144"
