"","uf","cod_municipio","cod_municipio_tse"
"4592","SC","4218905","83712"
"4593","SC","4218954","80160"
"4594","SC","4219002","83739"
"4595","SC","4219101","83755"
"4596","SC","4219150","80462"
"4597","SC","4219176","80969"
"4598","SC","4219200","83771"
"4599","SC","4219309","83798"
"4600","SC","4219358","80128"
"4601","SC","4219408","83810"
"4602","SC","4219507","83836"
"4603","SC","4219606","83852"
"4604","SC","4219705","83879"
"4605","SC","4219853","81825"
"4606","SC","4220000","83909"
"4607","RS","4300034","88986"
"4608","RS","4300059","84948"
"4609","RS","4300109","85014"
"4610","RS","4300208","85030"
"4611","RS","4300307","85057"
"4612","RS","4300406","85073"
"4613","RS","4300455","85545"
"4614","RS","4300471","89001"
"4615","RS","4300505","85090"
"4616","RS","4300554","84808"
"4617","RS","4300570","86282"
"4618","RS","4300604","85111"
"4619","RS","4300638","86045"
"4620","RS","4300646","86304"
"4621","RS","4300661","86100"
"4622","RS","4300703","85138"
"4623","RS","4300802","85154"
"4624","RS","4300851","86320"
"4625","RS","4300877","88862"
"4626","RS","4300901","85170"
"4627","RS","4301008","85197"
"4628","RS","4301057","85308"
"4629","RS","4301073","89028"
"4630","RS","4301107","85219"
"4631","RS","4301206","85235"
"4632","RS","4301305","85251"
"4633","RS","4301404","85278"
"4634","RS","4301503","85294"
"4635","RS","4301552","84735"
"4636","RS","4301602","85316"
"4637","RS","4301636","88927"
"4638","RS","4301651","86223"
"4639","RS","4301701","85332"
"4640","RS","4301750","86347"
"4641","RS","4301800","85359"
"4642","RS","4301859","86363"
"4643","RS","4301875","88625"
"4644","RS","4301909","85375"
"4645","RS","4301925","86380"
"4646","RS","4301958","86401"
"4647","RS","4302006","85391"
"4648","RS","4302055","88420"
"4649","RS","4302105","85413"
"4650","RS","4302154","86428"
"4651","RS","4302204","85430"
"4652","RS","4302220","89044"
"4653","RS","4302238","89060"
"4654","RS","4302253","88161"
"4655","RS","4302303","85456"
"4656","RS","4302352","98230"
"4657","RS","4302378","86444"
"4658","RS","4302402","85472"
"4659","RS","4302451","84921"
"4660","RS","4302501","85499"
"4661","RS","4302584","89087"
"4662","RS","4302600","85510"
"4663","RS","4302659","85065"
"4664","RS","4302709","85537"
"4665","RS","4302808","85553"
"4666","RS","4302907","85570"
"4667","RS","4303004","85596"
"4668","RS","4303103","85618"
"4669","RS","4303202","85634"
"4670","RS","4303301","85650"
"4671","RS","4303400","85677"
"4672","RS","4303509","85693"
"4673","RS","4303558","85960"
"4674","RS","4303608","85715"
"4675","RS","4303673","86460"
"4676","RS","4303707","85731"
"4677","RS","4303806","85758"
"4678","RS","4303905","85774"
"4679","RS","4304002","85790"
"4680","RS","4304101","85200"
"4681","RS","4304200","85812"
"4682","RS","4304309","85839"
"4683","RS","4304358","86487"
"4684","RS","4304408","85855"
"4685","RS","4304507","85871"
"4686","RS","4304606","85898"
"4687","RS","4304614","89109"
"4688","RS","4304622","89125"
"4689","RS","4304630","89150"
"4690","RS","4304655","89141"
"4691","RS","4304663","89737"
"4692","RS","4304671","88200"
"4693","RS","4304689","84891"
"4694","RS","4304697","86509"
"4695","RS","4304705","85910"
"4696","RS","4304713","88340"
"4697","RS","4304804","85936"
"4698","RS","4304853","86525"
"4699","RS","4304903","85952"
"4700","RS","4304952","85880"
"4701","RS","4305009","85979"
"4702","RS","4305108","85995"
"4703","RS","4305116","86541"
"4704","RS","4305124","88641"
"4705","RS","4305132","86088"
"4706","RS","4305157","85227"
"4707","RS","4305173","85944"
"4708","RS","4305207","86010"
"4709","RS","4305306","86037"
"4710","RS","4305355","86932"
"4711","RS","4305371","86568"
"4712","RS","4305405","86053"
"4713","RS","4305439","88846"
"4714","RS","4305447","88269"
"4715","RS","4305454","85804"
"4716","RS","4305504","86070"
"4717","RS","4305587","86584"
"4718","RS","4305603","86096"
"4719","RS","4305702","86118"
"4720","RS","4305801","86134"
"4721","RS","4305835","89168"
"4722","RS","4305850","86606"
"4723","RS","4305871","86622"
"4724","RS","4305900","86150"
"4725","RS","4305934","89184"
"4726","RS","4305959","89770"
"4727","RS","4305975","86649"
"4728","RS","4306007","86177"
"4729","RS","4306056","85464"
"4730","RS","4306072","88528"
"4731","RS","4306106","86193"
"4732","RS","4306130","89206"
"4733","RS","4306205","86215"
"4734","RS","4306304","86231"
"4735","RS","4306320","86665"
"4736","RS","4306353","85049"
"4737","RS","4306379","88188"
"4738","RS","4306403","86258"
"4739","RS","4306429","86681"
"4740","RS","4306452","84824"
"4741","RS","4306502","86274"
"4742","RS","4306551","88463"
"4743","RS","4306601","86290"
"4744","RS","4306700","86312"
"4745","RS","4306734","84883"
"4746","RS","4306759","88307"
"4747","RS","4306767","86240"
"4748","RS","4306809","86339"
"4749","RS","4306908","86355"
"4750","RS","4306924","86703"
"4751","RS","4306932","85103"
"4752","RS","4306957","85928"
"4753","RS","4306973","85081"
"4754","RS","4307005","86371"
"4755","RS","4307054","85022"
"4756","RS","4307104","86398"
"4757","RS","4307203","86410"
"4758","RS","4307302","86436"
"4759","RS","4307401","86452"
"4760","RS","4307450","88285"
"4761","RS","4307500","86479"
"4762","RS","4307559","85286"
"4763","RS","4307609","86495"
"4764","RS","4307708","86517"
"4765","RS","4307807","86533"
"4766","RS","4307815","88404"
"4767","RS","4307831","85448"
"4768","RS","4307864","84930"
"4769","RS","4307906","86550"
"4770","RS","4308003","86576"
"4771","RS","4308052","86029"
"4772","RS","4308078","88366"
"4773","RS","4308102","86592"
"4774","RS","4308201","86614"
"4775","RS","4308250","88242"
"4776","RS","4308300","86630"
"4777","RS","4308409","86657"
"4778","RS","4308433","89222"
"4779","RS","4308458","98272"
"4780","RS","4308508","86673"
"4781","RS","4308607","86690"
"4782","RS","4308656","86720"
"4783","RS","4308706","86711"
"4784","RS","4308805","86738"
"4785","RS","4308854","86746"
"4786","RS","4308904","86770"
"4787","RS","4309001","86797"
"4788","RS","4309050","85502"
"4789","RS","4309100","86819"
"4790","RS","4309126","86762"
"4791","RS","4309159","86789"
"4792","RS","4309209","86835"
"4793","RS","4309258","84867"
"4794","RS","4309308","86851"
"4795","RS","4309407","86878"
"4796","RS","4309506","86894"
"4797","RS","4309555","85189"
"4798","RS","4309571","88323"
"4799","RS","4309605","86916"
"4800","RS","4309654","86800"
"4801","RS","4309704","86959"
"4802","RS","4309753","84972"
"4803","RS","4309803","86975"
"4804","RS","4309902","86991"
"4805","RS","4309951","84964"
"4806","RS","4310009","87017"
"4807","RS","4310108","87033"
"4808","RS","4310207","87050"
"4809","RS","4310306","87076"
"4810","RS","4310330","85685"
"4811","RS","4310363","85782"
"4812","RS","4310405","87092"
"4813","RS","4310413","86827"
"4814","RS","4310439","84999"
"4815","RS","4310462","85243"
"4816","RS","4310504","87114"
"4817","RS","4310538","88382"
"4818","RS","4310553","85901"
"4819","RS","4310579","86843"
"4820","RS","4310603","87130"
"4821","RS","4310652","89249"
"4822","RS","4310702","87157"
"4823","RS","4310751","85626"
"4824","RS","4310801","87173"
"4825","RS","4310850","84786"
"4826","RS","4310876","89265"
"4827","RS","4310900","87190"
"4828","RS","4311007","87211"
"4829","RS","4311106","87238"
"4830","RS","4311122","84905"
"4831","RS","4311130","88587"
"4832","RS","4311155","98299"
"4833","RS","4311205","87254"
"4834","RS","4311239","89281"
"4835","RS","4311254","85260"
"4836","RS","4311270","86886"
"4837","RS","4311304","87270"
"4838","RS","4311403","87297"
"4839","RS","4311429","86860"
"4840","RS","4311502","87319"
"4841","RS","4311601","87335"
"4842","RS","4311627","86908"
"4843","RS","4311643","86924"
"4844","RS","4311700","87351"
"4845","RS","4311718","88447"
"4846","RS","4311734","88943"
"4847","RS","4311759","86940"
"4848","RS","4311775","86967"
"4849","RS","4311791","86983"
"4850","RS","4311809","87378"
"4851","RS","4311908","87394"
"4852","RS","4311981","87009"
"4853","RS","4312005","87416"
"4854","RS","4312054","88820"
"4855","RS","4312104","87432"
"4856","RS","4312138","87025"
"4857","RS","4312153","87041"
"4858","RS","4312179","89303"
"4859","RS","4312203","87459"
"4860","RS","4312252","87068"
"4861","RS","4312302","87475"
"4862","RS","4312351","85820"
"4863","RS","4312377","88803"
"4864","RS","4312385","87084"
"4865","RS","4312401","87491"
"4866","RS","4312427","87106"
"4867","RS","4312443","87122"
"4868","RS","4312450","86185"
"4869","RS","4312476","87149"
"4870","RS","4312500","87513"
"4871","RS","4312609","87530"
"4872","RS","4312617","88544"
"4873","RS","4312625","87165"
"4874","RS","4312658","87556"
"4875","RS","4312674","87181"
"4876","RS","4312708","87572"
"4877","RS","4312757","86169"
"4878","RS","4312807","87599"
"4879","RS","4312906","87610"
"4880","RS","4312955","87203"
"4881","RS","4313003","87637"
"4882","RS","4313011","88226"
"4883","RS","4313037","85120"
"4884","RS","4313060","84816"
"4885","RS","4313086","87220"
"4886","RS","4313102","87653"
"4887","RS","4313201","87670"
"4888","RS","4313300","87696"
"4889","RS","4313334","88560"
"4890","RS","4313359","84751"
"4891","RS","4313375","87246"
"4892","RS","4313391","88684"
"4893","RS","4313409","87718"
"4894","RS","4313425","87289"
"4895","RS","4313441","87300"
"4896","RS","4313466","89320"
"4897","RS","4313490","87262"
"4898","RS","4313508","87734"
"4899","RS","4313607","87750"
"4900","RS","4313656","89672"
"4901","RS","4313706","87777"
"4902","RS","4313805","87793"
"4903","RS","4313904","87815"
"4904","RS","4313953","84980"
"4905","RS","4314001","87831"
"4906","RS","4314027","85987"
"4907","RS","4314035","87327"
"4908","RS","4314050","98256"
"4909","RS","4314068","88889"
"4910","RS","4314076","87343"
"4911","RS","4314100","87858"
"4912","RS","4314134","89346"
"4913","RS","4314159","85146"
"4914","RS","4314175","89567"
"4915","RS","4314209","87874"
"4916","RS","4314308","87890"
"4917","RS","4314407","87912"
"4918","RS","4314423","87360"
"4919","RS","4314456","85340"
"4920","RS","4314464","89362"
"4921","RS","4314472","87386"
"4922","RS","4314498","87408"
"4923","RS","4314506","87939"
"4924","RS","4314548","89540"
"4925","RS","4314555","84778"
"4926","RS","4314605","87955"
"4927","RS","4314704","87971"
"4928","RS","4314753","86126"
"4929","RS","4314779","87424"
"4930","RS","4314787","87440"
"4931","RS","4314803","87998"
"4932","RS","4314902","88013"
"4933","RS","4315008","88030"
"4934","RS","4315057","87467"
"4935","RS","4315073","87483"
"4936","RS","4315107","88056"
"4937","RS","4315131","85421"
"4938","RS","4315149","87505"
"4939","RS","4315156","84760"
"4940","RS","4315172","85405"
"4941","RS","4315206","88072"
"4942","RS","4315305","88099"
"4943","RS","4315313","89389"
"4944","RS","4315321","87521"
"4945","RS","4315354","84875"
"4946","RS","4315404","88110"
"4947","RS","4315453","85766"
"4948","RS","4315503","88137"
"4949","RS","4315552","87548"
"4950","RS","4315602","88153"
"4951","RS","4315701","88170"
"4952","RS","4315750","85740"
"4953","RS","4315800","88196"
"4954","RS","4315909","88218"
"4955","RS","4315958","89400"
"4956","RS","4316006","88234"
"4957","RS","4316105","88250"
"4958","RS","4316204","88277"
"4959","RS","4316303","88293"
"4960","RS","4316402","88315"
"4961","RS","4316428","87564"
"4962","RS","4316436","85561"
"4963","RS","4316451","89753"
"4964","RS","4316477","87580"
"4965","RS","4316501","88331"
"4966","RS","4316600","88358"
"4967","RS","4316709","88374"
"4968","RS","4316733","89247"
"4969","RS","4316758","87602"
"4970","RS","4316808","88390"
"4971","RS","4316907","88412"
"4972","RS","4316956","86207"
"4973","RS","4316972","89443"
"4974","RS","4317004","88439"
"4975","RS","4317103","88455"
"4976","RS","4317202","88471"
"4977","RS","4317251","87629"
"4978","RS","4317301","88498"
"4979","RS","4317400","88510"
"4980","RS","4317509","88536"
"4981","RS","4317558","87645"
"4982","RS","4317608","88552"
"4983","RS","4317707","88579"
"4984","RS","4317756","87661"
"4985","RS","4317806","88595"
"4986","RS","4317905","88617"
"4987","RS","4317954","87688"
"4988","RS","4318002","88633"
"4989","RS","4318051","84832"
"4990","RS","4318101","88650"
"4991","RS","4318200","88676"
"4992","RS","4318309","88692"
"4993","RS","4318408","88714"
"4994","RS","4318424","84859"
"4995","RS","4318432","87700"
"4996","RS","4318440","84794"
"4997","RS","4318457","87769"
"4998","RS","4318465","85588"
"4999","RS","4318481","85324"
"5000","RS","4318499","87742"
"5001","RS","4318507","88730"
"5002","RS","4318606","88757"
"5003","RS","4318614","89460"
"5004","RS","4318622","87726"
"5005","RS","4318705","88773"
"5006","RS","4318804","88790"
"5007","RS","4318903","88811"
"5008","RS","4319000","88838"
"5009","RS","4319109","88854"
"5010","RS","4319125","87785"
"5011","RS","4319158","85480"
"5012","RS","4319208","88870"
"5013","RS","4319307","88897"
"5014","RS","4319356","87807"
"5015","RS","4319364","89486"
"5016","RS","4319372","87823"
"5017","RS","4319406","88919"
"5018","RS","4319505","88935"
"5019","RS","4319604","88951"
"5020","RS","4319703","88978"
"5021","RS","4319711","87840"
"5022","RS","4319737","87866"
"5023","RS","4319752","85383"
"5024","RS","4319802","86754"
"5025","RS","4319901","88994"
"5026","RS","4320008","89010"
"5027","RS","4320107","89036"
"5028","RS","4320206","89052"
"5029","RS","4320230","85707"
"5030","RS","4320263","85529"
"5031","RS","4320305","89079"
"5032","RS","4320321","88765"
"5033","RS","4320354","87882"
"5034","RS","4320404","89095"
"5035","RS","4320453","87904"
"5036","RS","4320503","89117"
"5037","RS","4320552","87920"
"5038","RS","4320578","88706"
"5039","RS","4320602","89133"
"5040","RS","4320651","84956"
"5041","RS","4320677","87947"
"5042","RS","4320701","89176"
"5043","RS","4320800","89192"
"5044","RS","4320859","88722"
"5045","RS","4320909","89214"
"5046","RS","4321006","89230"
"5047","RS","4321105","89257"
"5048","RS","4321204","89273"
"5049","RS","4321303","89290"
"5050","RS","4321329","85669"
"5051","RS","4321352","89710"
"5052","RS","4321402","89311"
"5053","RS","4321436","85162"
"5054","RS","4321451","98213"
"5055","RS","4321469","89508"
"5056","RS","4321477","87963"
"5057","RS","4321493","88900"
"5058","RS","4321501","89338"
"5059","RS","4321600","89354"
"5060","RS","4321626","87980"
"5061","RS","4321634","84743"
"5062","RS","4321667","85367"
"5063","RS","4321709","89370"
"5064","RS","4321808","89397"
"5065","RS","4321832","88005"
"5066","RS","4321857","86142"
"5067","RS","4321907","89419"
"5068","RS","4321956","85006"
"5069","RS","4322004","89435"
"5070","RS","4322103","89451"
"5071","RS","4322152","84840"
"5072","RS","4322186","88021"
"5073","RS","4322202","89478"
"5074","RS","4322251","85723"
"5075","RS","4322301","89494"
"5076","RS","4322327","88501"
"5077","RS","4322343","88609"
"5078","RS","4322350","88048"
"5079","RS","4322376","88480"
"5080","RS","4322400","89516"
"5081","RS","4322509","89532"
"5082","RS","4322525","88668"
"5083","RS","4322533","88064"
"5084","RS","4322541","88080"
"5085","RS","4322558","84913"
"5086","RS","4322608","89559"
"5087","RS","4322707","89575"
"5088","RS","4322806","89591"
"5089","RS","4322855","88781"
"5090","RS","4322905","89613"
"5091","RS","4323002","89630"
"5092","RS","4323101","89656"
"5093","RS","4323200","89699"
"5094","RS","4323309","86061"
"5095","RS","4323358","88749"
"5096","RS","4323408","85642"
"5097","RS","4323457","88102"
"5098","RS","4323507","85600"
"5099","RS","4323606","85863"
"5100","RS","4323705","85847"
"5101","RS","4323754","88129"
"5102","RS","4323770","89524"
"5103","RS","4323804","88145"
"5104","MS","5000203","90034"
"5105","MS","5000252","55018"
"5106","MS","5000609","90115"
"5107","MS","5000708","90131"
"5108","MS","5000807","90158"
"5109","MS","5000856","91693"
"5110","MS","5000906","90174"
"5111","MS","5001003","90190"
"5112","MS","5001102","90212"
"5113","MS","5001243","91715"
"5114","MS","5001508","90298"
"5115","MS","5001904","90379"
"5116","MS","5002001","90395"
"5117","MS","5002100","90417"
"5118","MS","5002159","98019"
"5119","MS","5002209","90433"
"5120","MS","5002308","90450"
"5121","MS","5002407","90557"
"5122","MS","5002605","90492"
"5123","MS","5002704","90514"
"5124","MS","5002803","90530"
"5125","MS","5002902","90573"
"5126","MS","5002951","91782"
"5127","MS","5003108","90611"
"5128","MS","5003157","98590"
"5129","MS","5003207","90638"
"5130","MS","5003256","98035"
"5131","MS","5003306","90654"
"5132","MS","5003454","91758"
"5133","MS","5003488","91804"
"5134","MS","5003504","98051"
"5135","MS","5003702","90735"
"5136","MS","5003751","91731"
"5137","MS","5003801","90751"
"5138","MS","5003900","55069"
"5139","MS","5004007","90794"
"5140","MS","5004106","90816"
"5141","MS","5004304","90859"
"5142","MS","5004403","90875"
"5143","MS","5004502","90891"
"5144","MS","5004601","98078"
"5145","MS","5004700","90930"
"5146","MS","5004809","55034"
"5147","MS","5004908","90972"
"5148","MS","5005004","90999"
"5149","MS","5005103","91014"
"5150","MS","5005152","91820"
"5151","MS","5005202","91030"
"5152","MS","5005251","55026"
"5153","MS","5005400","91073"
"5154","MS","5005608","91111"
"5155","MS","5005681","91790"
"5156","MS","5005707","91138"
"5157","MS","5005806","91154"
"5158","MS","5006002","55000"
"5159","MS","5006200","91235"
"5160","MS","5006259","55042"
"5161","MS","5006275","55050"
"5162","MS","5006309","91251"
"5163","MS","5006358","91847"
"5164","MS","5006408","91278"
"5165","MS","5006606","91316"
"5166","MS","5006903","91375"
"5167","MS","5007109","91413"
"5168","MS","5007208","91430"
"5169","MS","5007307","91456"
"5170","MS","5007406","91472"
"5171","MS","5007505","91499"
"5172","MS","5007554","91863"
"5173","MS","5007695","98094"
"5174","MS","5007703","98132"
"5175","MS","5007802","98116"
"5176","MS","5007901","91570"
"5177","MS","5007935","91880"
"5178","MS","5007950","98159"
"5179","MS","5007976","98175"
"5180","MS","5008008","91596"
"5181","MS","5008305","91650"
"5182","MS","5008404","91901"
"5183","MT","5100102","90018"
"5184","MT","5100201","91910"
"5185","MT","5100250","89877"
"5186","MT","5100300","90050"
"5187","MT","5100359","90042"
"5188","MT","5100409","90077"
"5189","MT","5100508","90093"
"5190","MT","5100607","98612"
"5191","MT","5100805","90263"
"5192","MT","5101001","98639"
"5193","MT","5101209","90239"
"5194","MT","5101258","89893"
"5195","MT","5101308","90255"
"5196","MT","5101407","90271"
"5197","MT","5101605","90310"
"5198","MT","5101704","90336"
"5199","MT","5101803","90352"
"5200","MT","5101852","90905"
"5201","MT","5101902","90468"
"5202","MT","5102504","90476"
"5203","MT","5102603","98655"
"5204","MT","5102637","90484"
"5205","MT","5102678","90506"
"5206","MT","5102686","90743"
"5207","MT","5102694","90085"
"5208","MT","5102702","91936"
"5209","MT","5102793","90760"
"5210","MT","5102850","90549"
"5211","MT","5103007","90590"
"5212","MT","5103056","90522"
"5213","MT","5103106","98671"
"5214","MT","5103205","89796"
"5215","MT","5103254","89788"
"5216","MT","5103304","99015"
"5217","MT","5103353","90280"
"5218","MT","5103361","91006"
"5219","MT","5103379","90425"
"5220","MT","5103403","90670"
"5221","MT","5103437","89800"
"5222","MT","5103452","98337"
"5223","MT","5103502","90697"
"5224","MT","5103601","90719"
"5225","MT","5103700","90786"
"5226","MT","5103809","99031"
"5227","MT","5103858","90824"
"5228","MT","5103908","90778"
"5229","MT","5103957","90204"
"5230","MT","5104104","99058"
"5231","MT","5104203","90832"
"5232","MT","5104500","99074"
"5233","MT","5104526","91081"
"5234","MT","5104542","91103"
"5235","MT","5104559","98698"
"5236","MT","5104609","90913"
"5237","MT","5104807","90956"
"5238","MT","5104906","90565"
"5239","MT","5105002","89915"
"5240","MT","5105101","98191"
"5241","MT","5105150","98310"
"5242","MT","5105176","90581"
"5243","MT","5105200","91898"
"5244","MT","5105234","90301"
"5245","MT","5105259","90603"
"5246","MT","5105309","91057"
"5247","MT","5105507","91090"
"5248","MT","5105580","98710"
"5249","MT","5105606","90620"
"5250","MT","5105622","91774"
"5251","MT","5105903","91170"
"5252","MT","5106000","91197"
"5253","MT","5106109","91219"
"5254","MT","5106158","90387"
"5255","MT","5106174","90964"
"5256","MT","5106182","90867"
"5257","MT","5106190","89826"
"5258","MT","5106208","89818"
"5259","MT","5106216","98752"
"5260","MT","5106224","90646"
"5261","MT","5106232","98736"
"5262","MT","5106240","90883"
"5263","MT","5106257","91952"
"5264","MT","5106265","90808"
"5265","MT","5106273","98795"
"5266","MT","5106281","98779"
"5267","MT","5106299","98833"
"5268","MT","5106307","89834"
"5269","MT","5106315","90948"
"5270","MT","5106372","91812"
"5271","MT","5106422","98817"
"5272","MT","5106455","90344"
"5273","MT","5106505","91294"
"5274","MT","5106653","90700"
"5275","MT","5106703","91332"
"5276","MT","5106752","89990"
"5277","MT","5106778","98850"
"5278","MT","5106802","91359"
"5279","MT","5106828","98876"
"5280","MT","5106851","90182"
"5281","MT","5107008","91391"
"5282","MT","5107040","98892"
"5283","MT","5107065","90069"
"5284","MT","5107107","89931"
"5285","MT","5107156","98914"
"5286","MT","5107180","90662"
"5287","MT","5107198","90441"
"5288","MT","5107206","89958"
"5289","MT","5107248","90107"
"5290","MT","5107263","90328"
"5291","MT","5107297","90026"
"5292","MT","5107305","91995"
"5293","MT","5107354","90247"
"5294","MT","5107404","90409"
"5295","MT","5107578","89960"
"5296","MT","5107602","91510"
"5297","MT","5107701","91537"
"5298","MT","5107743","90980"
"5299","MT","5107750","89974"
"5300","MT","5107768","91049"
"5301","MT","5107776","91979"
"5302","MT","5107792","89843"
"5303","MT","5107800","91553"
"5304","MT","5107859","91839"
"5305","MT","5107875","90727"
"5306","MT","5107883","90921"
"5307","MT","5107909","89850"
"5308","MT","5107925","98930"
"5309","MT","5107941","90220"
"5310","MT","5107958","91855"
"5311","MT","5108006","90689"
"5312","MT","5108055","98957"
"5313","MT","5108105","91618"
"5314","MT","5108204","91634"
"5315","MT","5108303","90840"
"5316","MT","5108352","91022"
"5317","MT","5108402","91677"
"5318","MT","5108501","98973"
"5319","MT","5108600","98990"
"5320","MT","5108808","90140"
"5321","MT","5108857","90166"
"5322","MT","5108907","90123"
"5323","MT","5108956","90360"
"5324","GO","5200050","93360"
"5325","GO","5200100","92010"
"5326","GO","5200134","96458"
"5327","GO","5200159","96911"
"5328","GO","5200175","96938"
"5329","GO","5200209","92037"
"5330","GO","5200258","93343"
"5331","GO","5200308","92053"
"5332","GO","5200506","92096"
"5333","GO","5200555","92940"
"5334","GO","5200605","92118"
"5335","GO","5200803","92150"
"5336","GO","5200829","93386"
"5337","GO","5200852","96610"
"5338","GO","5200902","92177"
"5339","GO","5201108","92215"
"5340","GO","5201207","92231"
"5341","GO","5201306","92258"
"5342","GO","5201405","92274"
"5343","GO","5201454","93009"
"5344","GO","5201504","92290"
"5345","GO","5201603","92312"
"5346","GO","5201702","92339"
"5347","GO","5201801","92355"
"5348","GO","5202155","96695"
"5349","GO","5202353","96717"
"5350","GO","5202502","92495"
"5351","GO","5202601","92517"
"5352","GO","5202809","92550"
"5353","GO","5203104","92614"
"5354","GO","5203203","92630"
"5355","GO","5203302","92657"
"5356","GO","5203401","92673"
"5357","GO","5203500","92690"
"5358","GO","5203559","92029"
"5359","GO","5203575","93408"
"5360","GO","5203609","92711"
"5361","GO","5203807","92754"
"5362","GO","5203906","92770"
"5363","GO","5203939","93106"
"5364","GO","5203962","93262"
"5365","GO","5204003","92797"
"5366","GO","5204102","92819"
"5367","GO","5204201","92835"
"5368","GO","5204250","96733"
"5369","GO","5204300","92851"
"5370","GO","5204409","92878"
"5371","GO","5204508","92894"
"5372","GO","5204557","93122"
"5373","GO","5204607","92916"
"5374","GO","5204656","96873"
"5375","GO","5204706","92932"
"5376","GO","5204805","92959"
"5377","GO","5204854","93580"
"5378","GO","5204904","92975"
"5379","GO","5204953","92061"
"5380","GO","5205000","92991"
"5381","GO","5205059","92967"
"5382","GO","5205109","93017"
"5383","GO","5205208","93033"
"5384","GO","5205307","93050"
"5385","GO","5205406","93076"
"5386","GO","5205455","92100"
"5387","GO","5205471","92924"
"5388","GO","5205497","93025"
"5389","GO","5205513","92886"
"5390","GO","5205521","92126"
"5391","GO","5205703","93157"
"5392","GO","5205802","93173"
"5393","GO","5205901","93190"
"5394","GO","5206206","93254"
"5395","GO","5206305","93270"
"5396","GO","5206404","93297"
"5397","GO","5206503","93319"
"5398","GO","5206602","93335"
"5399","GO","5206701","93351"
"5400","GO","5206800","93378"
"5401","GO","5206909","93394"
"5402","GO","5207105","93432"
"5403","GO","5207253","96750"
"5404","GO","5207352","92207"
"5405","GO","5207402","93491"
"5406","GO","5207501","93513"
"5407","GO","5207535","92223"
"5408","GO","5207600","93530"
"5409","GO","5207808","93572"
"5410","GO","5207907","93599"
"5411","GO","5208004","93610"
"5412","GO","5208103","93637"
"5413","GO","5208152","93564"
"5414","GO","5208301","93092"
"5415","GO","5208400","93670"
"5416","GO","5208509","93696"
"5417","GO","5208608","93718"
"5418","GO","5208707","93734"
"5419","GO","5208806","93750"
"5420","GO","5208905","93777"
"5421","GO","5209101","93793"
"5422","GO","5209150","92266"
"5423","GO","5209200","93815"
"5424","GO","5209291","93149"
"5425","GO","5209408","93831"
"5426","GO","5209457","92860"
"5427","GO","5209606","93874"
"5428","GO","5209705","93890"
"5429","GO","5209804","93912"
"5430","GO","5209903","93939"
"5431","GO","5209937","93165"
"5432","GO","5209952","96814"
"5433","GO","5210000","93955"
"5434","GO","5210109","93971"
"5435","GO","5210158","93548"
"5436","GO","5210208","93998"
"5437","GO","5210307","94013"
"5438","GO","5210406","94030"
"5439","GO","5210562","92282"
"5440","GO","5210604","94072"
"5441","GO","5210802","94110"
"5442","GO","5210901","94137"
"5443","GO","5211008","94153"
"5444","GO","5211206","94196"
"5445","GO","5211305","94218"
"5446","GO","5211404","94234"
"5447","GO","5211503","94250"
"5448","GO","5211602","94277"
"5449","GO","5211701","94293"
"5450","GO","5211800","94315"
"5451","GO","5211909","94331"
"5452","GO","5212006","94358"
"5453","GO","5212055","92983"
"5454","GO","5212105","94374"
"5455","GO","5212204","94390"
"5456","GO","5212253","93602"
"5457","GO","5212303","94439"
"5458","GO","5212501","94455"
"5459","GO","5212600","94471"
"5460","GO","5212709","94498"
"5461","GO","5212808","94510"
"5462","GO","5212907","94536"
"5463","GO","5212956","92320"
"5464","GO","5213004","94579"
"5465","GO","5213053","92347"
"5466","GO","5213087","96474"
"5467","GO","5213103","94595"
"5468","GO","5213400","94650"
"5469","GO","5213509","94676"
"5470","GO","5213707","94714"
"5471","GO","5213756","92363"
"5472","GO","5213772","93181"
"5473","GO","5213806","94730"
"5474","GO","5213855","92169"
"5475","GO","5213905","94757"
"5476","GO","5214002","94773"
"5477","GO","5214051","96512"
"5478","GO","5214101","94790"
"5479","GO","5214408","94854"
"5480","GO","5214507","94870"
"5481","GO","5214606","94897"
"5482","GO","5214705","94919"
"5483","GO","5214804","94935"
"5484","GO","5214838","96539"
"5485","GO","5214861","96555"
"5486","GO","5214879","93084"
"5487","GO","5214903","94951"
"5488","GO","5215009","94978"
"5489","GO","5215207","95010"
"5490","GO","5215231","93327"
"5491","GO","5215256","92444"
"5492","GO","5215306","95036"
"5493","GO","5215405","95052"
"5494","GO","5215504","95079"
"5495","GO","5215603","95095"
"5496","GO","5215652","92460"
"5497","GO","5215702","95117"
"5498","GO","5215801","95133"
"5499","GO","5215900","95150"
"5500","GO","5216007","95176"
"5501","GO","5216304","94552"
"5502","GO","5216403","95230"
"5503","GO","5216452","93068"
"5504","GO","5216809","95311"
"5505","GO","5216908","95354"
"5506","GO","5217104","95397"
"5507","GO","5217203","95419"
"5508","GO","5217302","95435"
"5509","GO","5217401","95451"
"5510","GO","5217609","95958"
"5511","GO","5217708","95494"
"5512","GO","5218003","95559"
"5513","GO","5218052","93424"
"5514","GO","5218102","95575"
"5515","GO","5218300","95613"
"5516","GO","5218391","93041"
"5517","GO","5218508","95630"
"5518","GO","5218607","95656"
"5519","GO","5218706","95672"
"5520","GO","5218789","92827"
"5521","GO","5218805","95710"
"5522","GO","5218904","95737"
